Institution,Titre_du_poste,Domaine,Date
Secteur ong,Ingénieur Construction Irrigation,Agriculture – Agroalimentaire,22-Jan-12
Islamic Relief Haiti,Finance & Admin Officer,"Management/Gestion, Finance, Comptabilité et Commerce",22-Jan-12
Islamic Relief Haiti,Program Coordinator,Sciences Humaines et Sociales,22-Jan-12
Habitat for Humanity International,Antrènman espesyalis - Ayiti (konsiltan) / Training Specialist - Haiti (Consultant),"Management/Gestion, Finance, Comptabilité et Commerce",22-Jan-12
Habitat for Humanity International,Data Entry Specialist (Haiti - CONSULTANT) / Espesyalis antre done (Ayiti - KONSILTAN),Communication et Journalisme,22-Jan-12
CRS-Cayes,Officier de Projet Livelihood,"Management/Gestion, Finance, Comptabilité et Commerce",20-Jan-12
Croix Rouge Americaine,Coordonateur de Terrain,Sciences Humaines et Sociales,20-Jan-12
Croix Rouge Americaine,Directeur de Programme (Choléra),Sciences Humaines et Sociales,20-Jan-12
Islamic Relief Haiti,Receptionist,Secrétariat,20-Jan-12
CRS-Cayes,Animateur/Education,Sciences de l’Education,20-Jan-12
CRS-Cayes,Animateur de Santé,Santé et Professions médicales,20-Jan-12
Secteur prive,Assistant General Manager,"Tourisme, Hôtellerie et Restauration",20-Jan-12
UMCOR,Security Officer,Sécurité,20-Jan-12
UMCOR,Livelihoood Manager,Agriculture – Agroalimentaire,20-Jan-12
GOAL Haiti,Women’s Empowerment and Livelihoods Project Manager,Sciences Humaines et Sociales,20-Jan-12
J/P HRO,Human Resources Administrator,"Management/Gestion, Finance, Comptabilité et Commerce",19-Jan-12
GOAL Haiti,Assistant Safety and Security Manager,Sécurité,19-Jan-12
Croix Rouge Canadienne,Assistant-Coordonateur pour la Transition,"Management/Gestion, Finance, Comptabilité et Commerce",16-Jan-12
HELP,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce",16-Jan-12
American Red Cross,"GIS, Mapping Consultant",Sciences Humaines et Sociales,16-Jan-12
BSF,Coordinateur projet Un livre pour deux mains,"Arts, Culture, Design et mode",16-Jan-12
UMCOR,Engineer-Shelter and Reconstruction,"Management/Gestion, Finance, Comptabilité et Commerce",16-Jan-12
UMCOR,Engineer-WASH,"Management/Gestion, Finance, Comptabilité et Commerce",16-Jan-12
Bureau de la Coopération Suisse,Responsable National de Programme,Agriculture – Agroalimentaire,16-Jan-12
Secteur prive,Director of Marketing,Marketing,15-Jan-12
Secteur prive,Sales Director,- - Non-defini - -,15-Jan-12
Secteur prive,Software Engineer,Sciences Informatiques,15-Jan-12
American Red Cross,Participatory Assessment Consultancy,Sciences Humaines et Sociales,15-Jan-12
Action Contre la Faim - Haïti,Adjoint Coordonnateur EAH,Sciences de l’Ingénieur,14-Jan-12
Croix Rouge Canadienne,Assistant(e) Administratif (ve) pour le programme Santé,Secrétariat,13-Jan-12
Solidarites International,Responsable Suivi Qualité des eaux,Biologie/Chimie,13-Jan-12
BIEB,Directeur d'agence Ingénieur génie civil,Métiers du bâtiment et autres,13-Jan-12
BIEB,INGENIEUR BATIMENT STRUCTURE,Métiers du bâtiment et autres,13-Jan-12
Habitat for Humanity International,Kominote angajman kòdonatè - Ayiti / Community Engagement Coordinator - Haiti,Communication et Journalisme,12-Jan-12
AUC,Doyen de Faculté,- - Non-defini - -,09-Jan-12
Action Aid,Assistante au Programme d’urgence,Secrétariat,09-Jan-12
Secteur ong,Health  & Nutrition Program Assistant,Secrétariat,06-Jan-12
AVSF,Gestionnaire Comptable,"Management/Gestion, Finance, Comptabilité et Commerce",06-Jan-12
FAO,Officer des Operations,Agriculture – Agroalimentaire,06-Jan-12
BWH/ILO,Partenaire de recherche,- - Non-defini - -,06-Jan-12
Secteur ong,Responsable de projet,Agriculture – Agroalimentaire,05-Jan-12
Global Communities - (formerly CHF),"Infrastructure Team Lead, Haiti – PREKAD",Métiers du bâtiment et autres,05-Jan-12
Global Communities - (formerly CHF),"Housing Team Lead, Haiti – PREKAD",Métiers du bâtiment et autres,05-Jan-12
Global Communities - (formerly CHF),"Rubble Removal Team Lead, Haiti – PREKAD","Architecture, Urbanisme et Aménagement du territoire",05-Jan-12
Global Communities - (formerly CHF),"Community Mobilization Team Lead, Haiti – PREKAD",Sciences Humaines et Sociales,04-Jan-12
CRS,WAREHOUSE OFFICER,"Management/Gestion, Finance, Comptabilité et Commerce",03-Jan-12
CRS,Warehouse Manager,"Management/Gestion, Finance, Comptabilité et Commerce",03-Jan-12
J/P HRO,Accountant,"Management/Gestion, Finance, Comptabilité et Commerce",03-Jan-12
J/P HRO,Accounting Clerk/Cashier,"Management/Gestion, Finance, Comptabilité et Commerce",03-Jan-12
J/P HRO,Accounting Clerk / 1 permanent- 1 temporary,"Management/Gestion, Finance, Comptabilité et Commerce",03-Jan-12
DIGICEL,Channel Manager,"Management/Gestion, Finance, Comptabilité et Commerce",02-Jan-12
International Lifeline Fund,Production Officer,Environnement et Sciences de la Terre,01-Jan-12
Concern Worldwide Haiti,Officier de Suivi et d'Evaluation,Sciences Humaines et Sociales,31-Dec-11
Concern Worldwide Haiti,ASSISTANT WAREHOUSE (Warehouse assistant),Transport et Logistique,31-Dec-11
Concern Worldwide Haiti,Un/une Assistant(e) administratif (ve) de Support au Programme (Return to neighborhood),"Management/Gestion, Finance, Comptabilité et Commerce",31-Dec-11
Concern Worldwide Haiti,Officiers de support en documentation (Return to neighborhood),Sciences Informatiques,31-Dec-11
HRI / an leve kanpe,Project Accountant,"Management/Gestion, Finance, Comptabilité et Commerce",30-Dec-11
HRI / an leve kanpe,Assistante Administrative,Secrétariat,30-Dec-11
HRI / an leve kanpe,Project Engineer,Métiers du bâtiment et autres,30-Dec-11
FAO,Technicien en production agricole et sylvicole,Agriculture – Agroalimentaire,30-Dec-11
DIGICEL,CC Senior Manager,"Management/Gestion, Finance, Comptabilité et Commerce",28-Dec-11
DIGICEL,Outsourced Senior Manager,"Management/Gestion, Finance, Comptabilité et Commerce",28-Dec-11
Bureau de la Coopération Suisse,Conseiller / Conseillère en Formation Professionnelle et Éducation,Sciences de l’Education,25-Dec-11
UMCOR,Shelter Assistant-Trainer,"Management/Gestion, Finance, Comptabilité et Commerce",23-Dec-11
Plan International-Haiti,Project Manager Health,Santé et Professions médicales,23-Dec-11
OPS/PAHO,Human Resources Technician I,"Management/Gestion, Finance, Comptabilité et Commerce",23-Dec-11
IFRC,"Data Analyst Officer, Interactive Voice Response & SMS",Sciences Informatiques,23-Dec-11
IFRC,Beneficiary Communications Deputy Manager,Communication et Journalisme,23-Dec-11
DIGICEL,Rigger,Sciences Informatiques,22-Dec-11
MSH,"Program Associate, Laboratory Commodities Management  (LOCAL POSITION)",- - Non-defini - -,21-Dec-11
C2C,Clinical Coordinator,Santé et Professions médicales,21-Dec-11
AFD,Consultant urbaniste/gestion des dechets,"Architecture, Urbanisme et Aménagement du territoire",19-Dec-11
AFD,Consultant urbaniste/cartographe,"Architecture, Urbanisme et Aménagement du territoire",19-Dec-11
AFD,Consultant Fiscaliste/administrateur public,"Management/Gestion, Finance, Comptabilité et Commerce",19-Dec-11
DIGICEL,Account Payable Senior,"Management/Gestion, Finance, Comptabilité et Commerce",17-Dec-11
DIGICEL,Senior Accountant,"Management/Gestion, Finance, Comptabilité et Commerce",17-Dec-11
GOAL Haiti,OFDA Final Appraisal Consultant,"Management/Gestion, Finance, Comptabilité et Commerce",16-Dec-11
HRI / an leve kanpe,Program Development Officer,"Management/Gestion, Finance, Comptabilité et Commerce",16-Dec-11
HE,Adjoint Administratif Hospitalier,Secrétariat,16-Dec-11
Save the Children en Haiti,Education Manager,Sciences de l’Education,16-Dec-11
GOAL Haiti,Internal Auditor/Donor Compliance Officer,"Management/Gestion, Finance, Comptabilité et Commerce",16-Dec-11
CARE Haiti,Directeur Programme-Support,"Management/Gestion, Finance, Comptabilité et Commerce",16-Dec-11
HHH,Coordonnateur en Suivi et Evaluation,Sciences Humaines et Sociales,15-Dec-11
IFRC,Comptable Junior II,"Management/Gestion, Finance, Comptabilité et Commerce",15-Dec-11
Plan International-Haiti,Assistant RH,"Management/Gestion, Finance, Comptabilité et Commerce",15-Dec-11
DIGICEL,Sales Technical Support Agent,"Management/Gestion, Finance, Comptabilité et Commerce",15-Dec-11
DIGICEL,Fleet Manager,"Management/Gestion, Finance, Comptabilité et Commerce",15-Dec-11
World Vision Haiti,ICT Director,Agriculture – Agroalimentaire,12-Dec-11
Fonkoze - Zafen,ofisye pwojè,Sciences Humaines et Sociales,10-Dec-11
Concern Worldwide Haiti,Assistant Coordonnateur du Programme en Éducation,Sciences de l’Education,10-Dec-11
MENFP/PEQH,Controleur Interne,"Management/Gestion, Finance, Comptabilité et Commerce",10-Dec-11
Chemonics International / Projustice,Chauffeur-Messager,Transport et Logistique,10-Dec-11
DIGICEL,Graphic Artist,Marketing,10-Dec-11
SOS Villages d'Enfants Haiti,Assistant Administratif,"Management/Gestion, Finance, Comptabilité et Commerce",10-Dec-11
CCHC,Adjoint (e) de projet,"Management/Gestion, Finance, Comptabilité et Commerce",09-Dec-11
HRI - Cap,Assistante Administrative,Secrétariat,09-Dec-11
HRI - Cap,Manager d'entrepot,Transport et Logistique,09-Dec-11
HRI - Cap,Manutentionnaire d’entrepôt,Transport et Logistique,09-Dec-11
HRI - Cap,Information Technologie (IT),Sciences Informatiques,09-Dec-11
Concern Worldwide Haiti,Gestionnaire de Projet de Filière Mangue et Avocat,Agriculture – Agroalimentaire,09-Dec-11
SOS Villages d'Enfants Haiti,Directeur de Village,Sciences Humaines et Sociales,09-Dec-11
SOS Villages d'Enfants Haiti,Coordonateur Accueil Familial,Sciences Humaines et Sociales,09-Dec-11
SOS Villages d'Enfants Haiti,Directeur du Programme  Renforcement Familial,Sciences Humaines et Sociales,09-Dec-11
SOS Villages d'Enfants Haiti,Trvailleur social,Sciences Humaines et Sociales,09-Dec-11
SOS Villages d'Enfants Haiti,Facilitateur Familial,Sciences Humaines et Sociales,09-Dec-11
SOS Villages d'Enfants Haiti,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce",09-Dec-11
SOS Villages d'Enfants Haiti,Coordonateur Parrainage,Marketing,09-Dec-11
SOS Villages d'Enfants Haiti,Coordonateur  RHDO,"Management/Gestion, Finance, Comptabilité et Commerce",09-Dec-11
SOS Villages d'Enfants Haiti,Assistant RHDO,"Management/Gestion, Finance, Comptabilité et Commerce",09-Dec-11
Plan International-Haiti,Communication Manager,Communication et Journalisme,08-Dec-11
Les Centres Gheskio,Contracts Officer (Haitian National position),"Management/Gestion, Finance, Comptabilité et Commerce",07-Dec-11
DIG-Haiti,Translator,Langues et Lettres,07-Dec-11
Fonkoze - Zafen,Director of Social Performance Monitoring and Market Research,Sciences économiques et politiques,06-Dec-11
Helvetas Swiss Intercooperation,Conseiller Technique Environnement/Gestion de Savoir,Agriculture – Agroalimentaire,06-Dec-11
Helvetas Swiss Intercooperation,Economiste/Spécialiste Monitoring,Agriculture – Agroalimentaire,06-Dec-11
Save the Children en Haiti,Consultant ou  Bureau d’études,Sciences économiques et politiques,05-Dec-11
CRS,Ofisye Lyezon nan Kominote,Sciences Humaines et Sociales,05-Dec-11
ARC,Ingenieur de suivi,Métiers du bâtiment et autres,05-Dec-11
HRI - Cap,Grants Manager,"Management/Gestion, Finance, Comptabilité et Commerce",05-Dec-11
CARE Haiti,DIRECTEUR (TRICE) DES RESSOURCES HUMAINES,"Management/Gestion, Finance, Comptabilité et Commerce",03-Dec-11
DIGICEL,NSS/RNS Engineer,Sciences Informatiques,03-Dec-11
CRS,M&E Officer,Sciences économiques et politiques,02-Dec-11
CRS,Deputy Area Coordinator,Sciences Humaines et Sociales,02-Dec-11
World Vision Haiti,Advocacy Policy Advisor,Droit,02-Dec-11
CINA,Responsable de logistique,"Management/Gestion, Finance, Comptabilité et Commerce",01-Dec-11
Netherlands Red Cross,Officier de Programme/Agronome,Agriculture – Agroalimentaire,01-Dec-11
Fonkoze - Zafen,Konseye Resous Imen,"Management/Gestion, Finance, Comptabilité et Commerce",30-Nov-11
Seila,Assistant Directeur de Sécurité,Sécurité,30-Nov-11
CRS-Cayes,Micro-Entreprise Project Officer,"Management/Gestion, Finance, Comptabilité et Commerce",30-Nov-11
World Vision Haiti,"Design, Monitoring & Evaluation Officer",Sciences économiques et politiques,30-Nov-11
DIGICEL,Local Area Manager,"Management/Gestion, Finance, Comptabilité et Commerce",30-Nov-11
FAU,Géographe / Urbaniste,"Architecture, Urbanisme et Aménagement du territoire",28-Nov-11
HRI - Cap,"Support Administratif aux Municipalites de Fort-Liberte,Trou du Nord,Limonade,Caracol,Terrier Rouge.","Management/Gestion, Finance, Comptabilité et Commerce",28-Nov-11
Netherlands Red Cross,Officier de Programme,- - Non-defini - -,28-Nov-11
MSH,Consultant Responsable de l’Unité de Coordination de l’AT aux Directions Départementales,Santé et Professions médicales,26-Nov-11
Les Moteurs Reunis S.A. (Behrmann Motors),Secretaire de Direction,Secrétariat,26-Nov-11
DIGICEL,Administrative Assistant,"Management/Gestion, Finance, Comptabilité et Commerce",26-Nov-11
DIGICEL,Regional Sales Executive,"Management/Gestion, Finance, Comptabilité et Commerce",26-Nov-11
DIGICEL,Program Officer,"Management/Gestion, Finance, Comptabilité et Commerce",26-Nov-11
MSH,Conseiller Technique  en Survie de l’enfant,Santé et Professions médicales,25-Nov-11
MSH,Procurement Assistant,"Management/Gestion, Finance, Comptabilité et Commerce",25-Nov-11
MSH,HIV/AIDS/TB Senior Technical Advisor,Santé et Professions médicales,25-Nov-11
MSH,Health Financing Specialist,Santé et Professions médicales,25-Nov-11
FAO,Assistant Administratif,"Management/Gestion, Finance, Comptabilité et Commerce",25-Nov-11
VMA,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce",25-Nov-11
DIGICEL,IT Security Engineer Assistant,Sciences Informatiques,25-Nov-11
Concern Worldwide Haiti,Consultant,"Management/Gestion, Finance, Comptabilité et Commerce",24-Nov-11
UMCOR,Procurement Officer,"Management/Gestion, Finance, Comptabilité et Commerce",24-Nov-11
Croix Rouge Americaine,Senior IT Officer,Sciences Informatiques,22-Nov-11
Croix Rouge Americaine,shelter Monitoring Engineer,Métiers du bâtiment et autres,22-Nov-11
Build Change,Communications & Outreach Coordinator,Métiers du bâtiment et autres,22-Nov-11
GOAL Haiti,Senior Finance Officer,"Management/Gestion, Finance, Comptabilité et Commerce",22-Nov-11
LWR,Program Manager,"Management/Gestion, Finance, Comptabilité et Commerce",22-Nov-11
Oxfam Intermon,Security Advisor,Sécurité,21-Nov-11
FAO,Assistant de Logistique/Gestionnaire des donnees,"Management/Gestion, Finance, Comptabilité et Commerce",21-Nov-11
HHH,Infirmiere en chef,Santé et Professions médicales,19-Nov-11
Croix Rouge Espagnole,Moniteur (trice) de danse Hip Hop,"Arts, Culture, Design et mode",19-Nov-11
Croix Rouge Espagnole,Moniteur(trice) de Peinture,"Arts, Culture, Design et mode",19-Nov-11
CRS,LIVELIHOOD/WATERSHED PROJECT OFFICER,Agriculture – Agroalimentaire,15-Nov-11
CRS,WATERSHED PROJECT MANAGER,Agriculture – Agroalimentaire,15-Nov-11
Croix Rouge Americaine,Officier Technique de Terrain,Sciences de l’Ingénieur,14-Nov-11
Oxfam Quebec,Spécialiste en éducation (Santé Publique) : OQ-PHP-001,Sciences de l’Education,14-Nov-11
Croix Rouge Americaine,Officier de contrat,"Management/Gestion, Finance, Comptabilité et Commerce",11-Nov-11
CARE Haiti,PROJECT OFFICER,"Management/Gestion, Finance, Comptabilité et Commerce",11-Nov-11
Concern Worldwide Haiti,Gestionnaire de Projet Éducation,Sciences de l’Education,10-Nov-11
CRS,Animateur,Sciences Humaines et Sociales,09-Nov-11
Les Centres Gheskio,Conseille(ère) Technique en BCC,Santé et Professions médicales,05-Nov-11
DIGICEL,VAS Engineer,Sciences de l’Ingénieur,05-Nov-11
CRS,Mobile Cash Transfer Project Officer,Sciences Humaines et Sociales,04-Nov-11
CRS,Food Security Project Manager,Sciences Humaines et Sociales,04-Nov-11
